Date;Time;NO2(GT);PT08.S4(NO2)
14.10.2004;03.00.00;-200;1065
14.10.2004;04.00.00;-200;1061
14.10.2004;05.00.00;-200;1091
14.10.2004;06.00.00;-200;1189
14.10.2004;07.00.00;-200;1465
14.10.2004;08.00.00;-200;1520
14.10.2004;09.00.00;-200;1386
14.10.2004;10.00.00;-200;1359
14.10.2004;11.00.00;-200;1369
14.10.2004;12.00.00;-200;1442
14.10.2004;13.00.00;-200;1446
14.10.2004;14.00.00;-200;1530
14.10.2004;15.00.00;-200;1537
14.10.2004;16.00.00;-200;1507
14.10.2004;17.00.00;-200;1616
14.10.2004;18.00.00;-200;1682
14.10.2004;19.00.00;-200;1907
14.10.2004;20.00.00;-200;1804
14.10.2004;21.00.00;-200;1479
14.10.2004;22.00.00;-200;1393
14.10.2004;23.00.00;-200;1363
15.10.2004;00.00.00;-200;1473
15.10.2004;01.00.00;-200;1345
15.10.2004;02.00.00;-200;1289
15.10.2004;03.00.00;-200;1241
15.10.2004;04.00.00;-200;1259
15.10.2004;05.00.00;-200;1312
15.10.2004;06.00.00;-200;1562
15.10.2004;07.00.00;-200;1878
15.10.2004;08.00.00;-200;1942
15.10.2004;09.00.00;-200;1941
15.10.2004;10.00.00;-200;1760
15.10.2004;11.00.00;-200;1659
15.10.2004;12.00.00;-200;1676
15.10.2004;13.00.00;-200;1861
15.10.2004;14.00.00;-200;1548
15.10.2004;15.00.00;-200;1689
15.10.2004;16.00.00;-200;1881
15.10.2004;17.00.00;-200;1938
15.10.2004;18.00.00;-200;1875
15.10.2004;19.00.00;-200;1593
15.10.2004;20.00.00;-200;1523
15.10.2004;21.00.00;-200;1357
15.10.2004;22.00.00;-200;1390
15.10.2004;23.00.00;-200;1311
16.10.2004;00.00.00;-200;1394
16.10.2004;01.00.00;-200;1326
16.10.2004;02.00.00;-200;1249
16.10.2004;03.00.00;-200;1287
16.10.2004;04.00.00;-200;1278
16.10.2004;05.00.00;-200;1325
16.10.2004;06.00.00;-200;1389
16.10.2004;07.00.00;-200;1446
16.10.2004;08.00.00;-200;1569
16.10.2004;09.00.00;-200;1454
16.10.2004;10.00.00;-200;1413
16.10.2004;11.00.00;-200;1342
16.10.2004;12.00.00;-200;1275
16.10.2004;13.00.00;-200;1354
16.10.2004;14.00.00;-200;1162
16.10.2004;15.00.00;-200;1234
16.10.2004;16.00.00;-200;1320
16.10.2004;17.00.00;-200;1332
16.10.2004;18.00.00;-200;1534
16.10.2004;19.00.00;-200;1417
16.10.2004;20.00.00;-200;1397
16.10.2004;21.00.00;-200;1377
16.10.2004;22.00.00;-200;1303
16.10.2004;23.00.00;-200;1284
17.10.2004;00.00.00;-200;1228
17.10.2004;01.00.00;-200;1259
17.10.2004;02.00.00;-200;1307
17.10.2004;03.00.00;-200;1309
17.10.2004;04.00.00;-200;1227
17.10.2004;05.00.00;-200;1179
17.10.2004;06.00.00;-200;1214
17.10.2004;07.00.00;-200;1171
17.10.2004;08.00.00;-200;1296
17.10.2004;09.00.00;-200;1315
17.10.2004;10.00.00;-200;1351
17.10.2004;11.00.00;-200;1302
17.10.2004;12.00.00;-200;1305
17.10.2004;13.00.00;-200;1478
17.10.2004;14.00.00;-200;1473
17.10.2004;15.00.00;-200;1179
17.10.2004;16.00.00;-200;1212
17.10.2004;17.00.00;-200;1495
17.10.2004;18.00.00;-200;1429
17.10.2004;19.00.00;-200;1457
17.10.2004;20.00.00;-200;1348
17.10.2004;21.00.00;-200;1361
17.10.2004;22.00.00;-200;1321
17.10.2004;23.00.00;-200;1344
18.10.2004;00.00.00;-200;1252
18.10.2004;01.00.00;-200;1247
18.10.2004;02.00.00;-200;1177
18.10.2004;03.00.00;-200;1158
18.10.2004;04.00.00;-200;1167
18.10.2004;05.00.00;-200;1207
18.10.2004;06.00.00;-200;1425
18.10.2004;07.00.00;-200;1741
18.10.2004;08.00.00;-200;1884
18.10.2004;09.00.00;-200;1565
18.10.2004;10.00.00;-200;1521
18.10.2004;11.00.00;-200;1664
18.10.2004;12.00.00;-200;1641
18.10.2004;13.00.00;-200;1797
18.10.2004;14.00.00;-200;1763
18.10.2004;15.00.00;-200;1862
18.10.2004;16.00.00;-200;1883
18.10.2004;17.00.00;-200;2287
18.10.2004;18.00.00;-200;2357
18.10.2004;19.00.00;-200;2161
18.10.2004;20.00.00;-200;2080
18.10.2004;21.00.00;-200;1606
18.10.2004;22.00.00;-200;1409
18.10.2004;23.00.00;-200;1380
19.10.2004;00.00.00;-200;1371
19.10.2004;01.00.00;-200;1414
19.10.2004;02.00.00;-200;1354
19.10.2004;03.00.00;-200;1303
19.10.2004;04.00.00;-200;1323
19.10.2004;05.00.00;-200;1383
19.10.2004;06.00.00;-200;1528
19.10.2004;07.00.00;-200;1852
19.10.2004;08.00.00;-200;2316
19.10.2004;09.00.00;-200;2074
19.10.2004;10.00.00;-200;1894
19.10.2004;11.00.00;-200;1911
19.10.2004;12.00.00;-200;1945
19.10.2004;13.00.00;-200;1760
19.10.2004;14.00.00;-200;1596
19.10.2004;15.00.00;-200;1682
19.10.2004;16.00.00;-200;1671
19.10.2004;17.00.00;-200;1887
19.10.2004;18.00.00;-200;1976
19.10.2004;19.00.00;-200;2017
19.10.2004;20.00.00;-200;2098
19.10.2004;21.00.00;-200;1985
19.10.2004;22.00.00;-200;1851
19.10.2004;23.00.00;-200;1671
20.10.2004;00.00.00;-200;1628
20.10.2004;01.00.00;-200;1520
20.10.2004;02.00.00;-200;1509
20.10.2004;03.00.00;-200;1519
20.10.2004;04.00.00;-200;1508
20.10.2004;05.00.00;-200;1544
20.10.2004;06.00.00;-200;1659
20.10.2004;07.00.00;-200;2043
20.10.2004;08.00.00;-200;2376
20.10.2004;09.00.00;-200;2036
20.10.2004;10.00.00;-200;1965
20.10.2004;11.00.00;-200;2027
20.10.2004;12.00.00;-200;2093
20.10.2004;13.00.00;-200;2094
20.10.2004;14.00.00;-200;2015
20.10.2004;15.00.00;-200;1924
20.10.2004;16.00.00;167;2307
20.10.2004;17.00.00;194;2595
20.10.2004;18.00.00;172;2474
20.10.2004;19.00.00;134;2378
20.10.2004;20.00.00;130;2170
20.10.2004;21.00.00;113;1944
20.10.2004;22.00.00;99;1820
20.10.2004;23.00.00;109;1877
21.10.2004;00.00.00;105;1957
21.10.2004;01.00.00;91;1765
21.10.2004;02.00.00;77;1570
21.10.2004;03.00.00;-200;1453
21.10.2004;04.00.00;59;1473
21.10.2004;05.00.00;60;1420
21.10.2004;06.00.00;72;1565
21.10.2004;07.00.00;83;1791
21.10.2004;08.00.00;104;2016
21.10.2004;09.00.00;119;1866
21.10.2004;10.00.00;105;1704
21.10.2004;11.00.00;91;1626
21.10.2004;12.00.00;103;1834
21.10.2004;13.00.00;-200;1736
21.10.2004;14.00.00;111;1733
21.10.2004;15.00.00;101;1807
21.10.2004;16.00.00;102;1864
21.10.2004;17.00.00;101;1933
21.10.2004;18.00.00;118;2166
21.10.2004;19.00.00;120;2403
21.10.2004;20.00.00;107;2160
21.10.2004;21.00.00;104;2085
21.10.2004;22.00.00;91;2048
21.10.2004;23.00.00;91;1964
22.10.2004;00.00.00;74;1655
22.10.2004;01.00.00;63;1474
22.10.2004;02.00.00;57;1423
22.10.2004;03.00.00;-200;1355
22.10.2004;04.00.00;48;1392
22.10.2004;05.00.00;49;1435
22.10.2004;06.00.00;55;1435
22.10.2004;07.00.00;78;1912
22.10.2004;08.00.00;91;2158
22.10.2004;09.00.00;88;1830
22.10.2004;10.00.00;83;1787
22.10.2004;11.00.00;81;1704
22.10.2004;12.00.00;83;1781
22.10.2004;13.00.00;111;2007
22.10.2004;14.00.00;112;2033
22.10.2004;15.00.00;112;1996
22.10.2004;16.00.00;137;2127
22.10.2004;17.00.00;152;2176
22.10.2004;18.00.00;163;2486
22.10.2004;19.00.00;135;2339
22.10.2004;20.00.00;119;2020
22.10.2004;21.00.00;91;1657
22.10.2004;22.00.00;74;1502
22.10.2004;23.00.00;73;1509
23.10.2004;00.00.00;71;1518
23.10.2004;01.00.00;57;1413
23.10.2004;02.00.00;51;1418
23.10.2004;03.00.00;-200;1374
23.10.2004;04.00.00;42;1341
23.10.2004;05.00.00;43;1381
23.10.2004;06.00.00;52;1473
23.10.2004;07.00.00;65;1699
23.10.2004;08.00.00;69;1753
23.10.2004;09.00.00;91;1833
23.10.2004;10.00.00;92;1727
23.10.2004;11.00.00;102;1738
23.10.2004;12.00.00;118;1854
23.10.2004;13.00.00;111;1785
23.10.2004;14.00.00;101;1608
23.10.2004;15.00.00;119;1749
23.10.2004;16.00.00;115;1747
23.10.2004;17.00.00;120;1776
23.10.2004;18.00.00;115;1925
23.10.2004;19.00.00;118;2016
23.10.2004;20.00.00;117;1853
23.10.2004;21.00.00;96;1668
23.10.2004;22.00.00;89;1725
23.10.2004;23.00.00;84;1639
24.10.2004;00.00.00;97;1741
24.10.2004;01.00.00;68;1621
24.10.2004;02.00.00;66;1577
24.10.2004;03.00.00;-200;1512
24.10.2004;04.00.00;51;1467
24.10.2004;05.00.00;48;1503
24.10.2004;06.00.00;47;1451
24.10.2004;07.00.00;48;1481
24.10.2004;08.00.00;45;1359
24.10.2004;09.00.00;59;1477
24.10.2004;10.00.00;84;1542
24.10.2004;11.00.00;72;1467
24.10.2004;12.00.00;68;1431
24.10.2004;13.00.00;52;1376
24.10.2004;14.00.00;70;1421
24.10.2004;15.00.00;90;1537
24.10.2004;16.00.00;87;1533
24.10.2004;17.00.00;99;1631
24.10.2004;18.00.00;128;1874
24.10.2004;19.00.00;127;1971
24.10.2004;20.00.00;99;1716
24.10.2004;21.00.00;72;1439
24.10.2004;22.00.00;62;1450
24.10.2004;23.00.00;62;1517
25.10.2004;00.00.00;63;1516
25.10.2004;01.00.00;56;1474
25.10.2004;02.00.00;44;1353
25.10.2004;03.00.00;-200;1315
25.10.2004;04.00.00;37;1319
25.10.2004;05.00.00;48;1392
25.10.2004;06.00.00;59;1440
25.10.2004;07.00.00;77;1780
25.10.2004;08.00.00;88;1998
25.10.2004;09.00.00;111;1754
25.10.2004;10.00.00;114;1812
25.10.2004;11.00.00;108;1742
25.10.2004;12.00.00;111;1821
25.10.2004;13.00.00;126;1971
25.10.2004;14.00.00;117;1947
25.10.2004;15.00.00;119;2034
25.10.2004;16.00.00;125;2176
25.10.2004;17.00.00;158;2641
25.10.2004;18.00.00;149;2567
25.10.2004;19.00.00;136;2469
25.10.2004;20.00.00;112;2230
25.10.2004;21.00.00;87;1806
25.10.2004;22.00.00;82;1803
25.10.2004;23.00.00;67;1488
26.10.2004;00.00.00;68;1562
26.10.2004;01.00.00;60;1401
26.10.2004;02.00.00;48;1331
26.10.2004;03.00.00;-200;1319
26.10.2004;04.00.00;42;1277
26.10.2004;05.00.00;46;1355
26.10.2004;06.00.00;54;1425
26.10.2004;07.00.00;82;1776
26.10.2004;08.00.00;93;1990
26.10.2004;09.00.00;95;1781
26.10.2004;10.00.00;120;1820
26.10.2004;11.00.00;132;1784
26.10.2004;12.00.00;146;2031
26.10.2004;13.00.00;157;1874
26.10.2004;14.00.00;158;2043
26.10.2004;15.00.00;175;2165
26.10.2004;16.00.00;166;2232
26.10.2004;17.00.00;187;2641
26.10.2004;18.00.00;180;2775
26.10.2004;19.00.00;134;2305
26.10.2004;20.00.00;127;1962
26.10.2004;21.00.00;95;1506
26.10.2004;22.00.00;79;1468
26.10.2004;23.00.00;78;1495
27.10.2004;00.00.00;80;1569
27.10.2004;01.00.00;67;1435
27.10.2004;02.00.00;61;1401
27.10.2004;03.00.00;-200;1381
27.10.2004;04.00.00;51;1343
27.10.2004;05.00.00;56;1416
27.10.2004;06.00.00;68;1606
27.10.2004;07.00.00;101;1983
27.10.2004;08.00.00;119;2119
27.10.2004;09.00.00;108;1652
27.10.2004;10.00.00;132;1734
27.10.2004;11.00.00;130;1666
27.10.2004;12.00.00;129;1739
27.10.2004;13.00.00;117;1923
27.10.2004;14.00.00;119;1842
27.10.2004;15.00.00;113;1675
27.10.2004;16.00.00;102;1649
27.10.2004;17.00.00;101;1711
27.10.2004;18.00.00;116;1874
27.10.2004;19.00.00;101;1732
27.10.2004;20.00.00;94;1685
27.10.2004;21.00.00;75;1442
27.10.2004;22.00.00;69;1369
27.10.2004;23.00.00;60;1388
28.10.2004;00.00.00;58;1287
28.10.2004;01.00.00;51;1329
28.10.2004;02.00.00;45;1299
28.10.2004;03.00.00;-200;1277
28.10.2004;04.00.00;41;1268
28.10.2004;05.00.00;48;1327
28.10.2004;06.00.00;61;1506
28.10.2004;07.00.00;88;1829
28.10.2004;08.00.00;102;1969
28.10.2004;09.00.00;97;1752
28.10.2004;10.00.00;116;1780
28.10.2004;11.00.00;112;1532
28.10.2004;12.00.00;101;1580
28.10.2004;13.00.00;99;1640
28.10.2004;14.00.00;113;1731
28.10.2004;15.00.00;122;1991
28.10.2004;16.00.00;139;1977
28.10.2004;17.00.00;149;2271
28.10.2004;18.00.00;136;2092
28.10.2004;19.00.00;103;1602
28.10.2004;20.00.00;112;1562
28.10.2004;21.00.00;88;1382
28.10.2004;22.00.00;63;1327
28.10.2004;23.00.00;69;1331
29.10.2004;00.00.00;65;1326
29.10.2004;01.00.00;50;1288
29.10.2004;02.00.00;43;1286
29.10.2004;03.00.00;-200;1276
29.10.2004;04.00.00;56;1308
29.10.2004;05.00.00;69;1430
29.10.2004;06.00.00;91;1469
29.10.2004;07.00.00;111;1769
29.10.2004;08.00.00;124;1945
29.10.2004;09.00.00;119;1746
29.10.2004;10.00.00;77;1467
29.10.2004;11.00.00;101;1736
29.10.2004;12.00.00;116;2114
29.10.2004;13.00.00;137;1983
29.10.2004;14.00.00;163;2125
29.10.2004;15.00.00;144;1847
29.10.2004;16.00.00;118;1664
29.10.2004;17.00.00;135;1807
29.10.2004;18.00.00;129;1860
29.10.2004;19.00.00;128;1591
29.10.2004;20.00.00;103;1375
29.10.2004;21.00.00;116;1415
29.10.2004;22.00.00;95;1410
29.10.2004;23.00.00;107;1489
30.10.2004;00.00.00;108;1520
30.10.2004;01.00.00;94;1413
30.10.2004;02.00.00;84;1400
30.10.2004;03.00.00;-200;1383
30.10.2004;04.00.00;72;1372
30.10.2004;05.00.00;76;1367
30.10.2004;06.00.00;82;1453
30.10.2004;07.00.00;94;1662
30.10.2004;08.00.00;102;1723
30.10.2004;09.00.00;106;1675
30.10.2004;10.00.00;108;1656
30.10.2004;11.00.00;152;1845
30.10.2004;12.00.00;160;1826
30.10.2004;13.00.00;133;1806
30.10.2004;14.00.00;147;1781
30.10.2004;15.00.00;135;1777
30.10.2004;16.00.00;135;1869
30.10.2004;17.00.00;129;1850
30.10.2004;18.00.00;117;1968
30.10.2004;19.00.00;116;2015
30.10.2004;20.00.00;109;1785
30.10.2004;21.00.00;96;1658
30.10.2004;22.00.00;90;1539
30.10.2004;23.00.00;82;1494
31.10.2004;00.00.00;86;1492
31.10.2004;01.00.00;72;1425
31.10.2004;02.00.00;61;1445
31.10.2004;03.00.00;-200;1386
31.10.2004;04.00.00;45;1320
31.10.2004;05.00.00;37;1310
31.10.2004;06.00.00;31;1295
31.10.2004;07.00.00;30;1315
31.10.2004;08.00.00;41;1477
31.10.2004;09.00.00;64;1470
31.10.2004;10.00.00;74;1642
31.10.2004;11.00.00;77;1643
31.10.2004;12.00.00;83;1585
31.10.2004;13.00.00;71;1595
31.10.2004;14.00.00;62;1580
31.10.2004;15.00.00;62;1727
31.10.2004;16.00.00;79;1633
31.10.2004;17.00.00;93;1638
31.10.2004;18.00.00;106;2277
31.10.2004;19.00.00;100;1987
31.10.2004;20.00.00;89;1912
31.10.2004;21.00.00;83;1848
31.10.2004;22.00.00;76;1723
31.10.2004;23.00.00;68;1700
01.11.2004;00.00.00;69;1723
01.11.2004;01.00.00;77;1780
01.11.2004;02.00.00;68;1767
01.11.2004;03.00.00;-200;1756
01.11.2004;04.00.00;52;1779
01.11.2004;05.00.00;49;1710
01.11.2004;06.00.00;45;1554
01.11.2004;07.00.00;51;1525
01.11.2004;08.00.00;51;1564
01.11.2004;09.00.00;62;1594
01.11.2004;10.00.00;74;1683
01.11.2004;11.00.00;88;1702
01.11.2004;12.00.00;90;1686
01.11.2004;13.00.00;91;1706
01.11.2004;14.00.00;64;1562
01.11.2004;15.00.00;72;1636
01.11.2004;16.00.00;88;1810
01.11.2004;17.00.00;110;1811
01.11.2004;18.00.00;95;1942
01.11.2004;19.00.00;91;1746
01.11.2004;20.00.00;94;1750
01.11.2004;21.00.00;86;1733
01.11.2004;22.00.00;79;1755
01.11.2004;23.00.00;71;1674
02.11.2004;00.00.00;62;1586
02.11.2004;01.00.00;56;1472
02.11.2004;02.00.00;49;1374
02.11.2004;03.00.00;-200;1334
02.11.2004;04.00.00;38;1306
02.11.2004;05.00.00;35;1289
02.11.2004;06.00.00;37;1294
02.11.2004;07.00.00;56;1497
02.11.2004;08.00.00;85;1860
02.11.2004;09.00.00;112;1899
02.11.2004;10.00.00;107;1911
02.11.2004;11.00.00;151;2170
02.11.2004;12.00.00;151;1970
02.11.2004;13.00.00;150;2125
02.11.2004;14.00.00;190;2318
02.11.2004;15.00.00;168;2199
02.11.2004;16.00.00;127;2197
02.11.2004;17.00.00;140;2386
02.11.2004;18.00.00;158;2496
02.11.2004;19.00.00;121;2563
02.11.2004;20.00.00;119;2643
02.11.2004;21.00.00;96;2111
02.11.2004;22.00.00;77;1804
02.11.2004;23.00.00;66;1641
03.11.2004;00.00.00;56;1381
03.11.2004;01.00.00;62;1620
03.11.2004;02.00.00;58;1542
03.11.2004;03.00.00;-200;1328
03.11.2004;04.00.00;37;1271
03.11.2004;05.00.00;35;1253
03.11.2004;06.00.00;50;1290
03.11.2004;07.00.00;64;1438
03.11.2004;08.00.00;75;1667
03.11.2004;09.00.00;101;1847
03.11.2004;10.00.00;94;1786
03.11.2004;11.00.00;95;1767
03.11.2004;12.00.00;124;1771
03.11.2004;13.00.00;86;1632
03.11.2004;14.00.00;79;1638
03.11.2004;15.00.00;87;1642
03.11.2004;16.00.00;94;1699
03.11.2004;17.00.00;107;1703
03.11.2004;18.00.00;107;1853
03.11.2004;19.00.00;117;1959
03.11.2004;20.00.00;97;1807
03.11.2004;21.00.00;90;1597
03.11.2004;22.00.00;86;1714
03.11.2004;23.00.00;77;1641
04.11.2004;00.00.00;66;1489
04.11.2004;01.00.00;57;1382
04.11.2004;02.00.00;55;1362
04.11.2004;03.00.00;-200;1315
04.11.2004;04.00.00;40;1239
04.11.2004;05.00.00;40;1218
04.11.2004;06.00.00;46;1270
04.11.2004;07.00.00;53;1272
04.11.2004;08.00.00;84;1833
04.11.2004;09.00.00;88;1833
04.11.2004;10.00.00;143;1948
04.11.2004;11.00.00;130;1755
04.11.2004;12.00.00;120;1720
04.11.2004;13.00.00;139;1786
04.11.2004;14.00.00;139;1896
04.11.2004;15.00.00;156;1900
04.11.2004;16.00.00;143;1975
04.11.2004;17.00.00;186;2603
04.11.2004;18.00.00;171;2609
04.11.2004;19.00.00;124;2216
04.11.2004;20.00.00;97;2011
04.11.2004;21.00.00;92;1856
04.11.2004;22.00.00;96;1855
04.11.2004;23.00.00;74;1599
05.11.2004;00.00.00;65;1481
05.11.2004;01.00.00;62;1467
05.11.2004;02.00.00;59;1430
05.11.2004;03.00.00;-200;1249
05.11.2004;04.00.00;41;1204
05.11.2004;05.00.00;38;1180
05.11.2004;06.00.00;43;1192
05.11.2004;07.00.00;52;1257
05.11.2004;08.00.00;75;1575
05.11.2004;09.00.00;118;2252
05.11.2004;10.00.00;126;1878
05.11.2004;11.00.00;151;1889
05.11.2004;12.00.00;107;1799
05.11.2004;13.00.00;114;1823
05.11.2004;14.00.00;125;1932
05.11.2004;15.00.00;138;1935
05.11.2004;16.00.00;144;2016
05.11.2004;17.00.00;180;2483
05.11.2004;18.00.00;154;2457
05.11.2004;19.00.00;105;1815
05.11.2004;20.00.00;98;1619
05.11.2004;21.00.00;93;1599
05.11.2004;22.00.00;76;1474
05.11.2004;23.00.00;69;1363
06.11.2004;00.00.00;66;1362
06.11.2004;01.00.00;76;1395
06.11.2004;02.00.00;73;1403
06.11.2004;03.00.00;-200;1341
06.11.2004;04.00.00;54;1248
06.11.2004;05.00.00;44;1172
06.11.2004;06.00.00;45;1198
06.11.2004;07.00.00;58;1307
06.11.2004;08.00.00;87;1572
06.11.2004;09.00.00;97;1586
06.11.2004;10.00.00;80;1436
06.11.2004;11.00.00;82;1569
06.11.2004;12.00.00;112;1691
06.11.2004;13.00.00;121;1794
06.11.2004;14.00.00;132;1794
06.11.2004;15.00.00;141;1672
06.11.2004;16.00.00;130;1768
06.11.2004;17.00.00;113;1739
06.11.2004;18.00.00;101;1674
06.11.2004;19.00.00;91;1563
06.11.2004;20.00.00;90;1484
06.11.2004;21.00.00;90;1526
06.11.2004;22.00.00;83;1364
06.11.2004;23.00.00;73;1359
07.11.2004;00.00.00;80;1318
07.11.2004;01.00.00;87;1354
07.11.2004;02.00.00;79;1305
07.11.2004;03.00.00;-200;1210
07.11.2004;04.00.00;56;1151
07.11.2004;05.00.00;42;1044
07.11.2004;06.00.00;31;1004
07.11.2004;07.00.00;35;997
07.11.2004;08.00.00;51;967
07.11.2004;09.00.00;58;963
07.11.2004;10.00.00;57;966
07.11.2004;11.00.00;63;1033
07.11.2004;12.00.00;61;1046
07.11.2004;13.00.00;34;1035
07.11.2004;14.00.00;26;1044
07.11.2004;15.00.00;28;1035
07.11.2004;16.00.00;50;974
07.11.2004;17.00.00;55;1030
07.11.2004;18.00.00;84;1346
07.11.2004;19.00.00;140;1201
07.11.2004;20.00.00;138;1242
07.11.2004;21.00.00;127;1255
07.11.2004;22.00.00;117;1155
07.11.2004;23.00.00;57;1060
08.11.2004;00.00.00;59;1091
08.11.2004;01.00.00;62;1041
08.11.2004;02.00.00;42;998
08.11.2004;03.00.00;-200;918
08.11.2004;04.00.00;13;895
08.11.2004;05.00.00;18;903
08.11.2004;06.00.00;26;917
08.11.2004;07.00.00;72;984
08.11.2004;08.00.00;131;1179
08.11.2004;09.00.00;133;1111
08.11.2004;10.00.00;116;1051
08.11.2004;11.00.00;117;1046
08.11.2004;12.00.00;103;1040
08.11.2004;13.00.00;100;1027
08.11.2004;14.00.00;105;1180
08.11.2004;15.00.00;121;1139
08.11.2004;16.00.00;132;1226
08.11.2004;17.00.00;156;1364
08.11.2004;18.00.00;183;1778
08.11.2004;19.00.00;-200;1744
08.11.2004;20.00.00;-200;1574
08.11.2004;21.00.00;-200;1297
08.11.2004;22.00.00;-200;1129
08.11.2004;23.00.00;-200;1108
09.11.2004;00.00.00;-200;1049
09.11.2004;01.00.00;-200;1013
09.11.2004;02.00.00;-200;986
09.11.2004;03.00.00;-200;952
09.11.2004;04.00.00;-200;938
09.11.2004;05.00.00;-200;964
09.11.2004;06.00.00;-200;1003
09.11.2004;07.00.00;-200;1135
09.11.2004;08.00.00;-200;1543
09.11.2004;09.00.00;-200;1593
09.11.2004;10.00.00;-200;1447
09.11.2004;11.00.00;-200;1466
09.11.2004;12.00.00;-200;1197
09.11.2004;13.00.00;-200;1245
09.11.2004;14.00.00;-200;1327
09.11.2004;15.00.00;-200;1270
09.11.2004;16.00.00;-200;1083
09.11.2004;17.00.00;-200;1201
09.11.2004;18.00.00;-200;1523
09.11.2004;19.00.00;-200;1605
09.11.2004;20.00.00;-200;1508
09.11.2004;21.00.00;-200;1320
09.11.2004;22.00.00;-200;1162
09.11.2004;23.00.00;-200;1067
10.11.2004;00.00.00;-200;1039
10.11.2004;01.00.00;-200;1060
10.11.2004;02.00.00;-200;1049
10.11.2004;03.00.00;-200;950
10.11.2004;04.00.00;29;925
10.11.2004;05.00.00;26;942
10.11.2004;06.00.00;39;990
10.11.2004;07.00.00;72;1019
10.11.2004;08.00.00;128;1172
10.11.2004;09.00.00;149;1297
10.11.2004;10.00.00;165;1213
10.11.2004;11.00.00;150;1124
10.11.2004;12.00.00;165;1213
10.11.2004;13.00.00;175;1237
10.11.2004;14.00.00;145;1301
10.11.2004;15.00.00;98;1283
10.11.2004;16.00.00;105;1325
10.11.2004;17.00.00;106;1333
10.11.2004;18.00.00;141;1334
10.11.2004;19.00.00;177;1467
10.11.2004;20.00.00;182;1636
10.11.2004;21.00.00;193;1461
10.11.2004;22.00.00;148;1298
10.11.2004;23.00.00;167;1394
11.11.2004;00.00.00;158;1314
11.11.2004;01.00.00;132;1271
11.11.2004;02.00.00;97;1189
11.11.2004;03.00.00;-200;1147
11.11.2004;04.00.00;74;1151
11.11.2004;05.00.00;68;1136
11.11.2004;06.00.00;89;1153
11.11.2004;07.00.00;117;1244
11.11.2004;08.00.00;190;1580
11.11.2004;09.00.00;211;2032
11.11.2004;10.00.00;190;1709
11.11.2004;11.00.00;194;1631
11.11.2004;12.00.00;210;1415
11.11.2004;13.00.00;199;1450
11.11.2004;14.00.00;178;1614
11.11.2004;15.00.00;184;1493
11.11.2004;16.00.00;186;1449
11.11.2004;17.00.00;168;1361
11.11.2004;18.00.00;187;1546
11.11.2004;19.00.00;166;1534
11.11.2004;20.00.00;177;1671
11.11.2004;21.00.00;207;1570
11.11.2004;22.00.00;114;1172
11.11.2004;23.00.00;84;1153
12.11.2004;00.00.00;92;1180
12.11.2004;01.00.00;111;1209
12.11.2004;02.00.00;71;1120
12.11.2004;03.00.00;-200;1054
12.11.2004;04.00.00;43;1079
12.11.2004;05.00.00;50;1085
12.11.2004;06.00.00;53;1087
12.11.2004;07.00.00;67;1108
12.11.2004;08.00.00;113;1257
12.11.2004;09.00.00;140;1314
12.11.2004;10.00.00;116;1257
12.11.2004;11.00.00;122;1277
12.11.2004;12.00.00;116;1297
12.11.2004;13.00.00;118;1366
12.11.2004;14.00.00;125;1418
12.11.2004;15.00.00;126;1480
12.11.2004;16.00.00;135;1405
12.11.2004;17.00.00;140;1496
12.11.2004;18.00.00;163;1597
12.11.2004;19.00.00;178;1735
12.11.2004;20.00.00;160;1677
12.11.2004;21.00.00;166;1467
12.11.2004;22.00.00;115;1243
12.11.2004;23.00.00;107;1252
13.11.2004;00.00.00;108;1212
13.11.2004;01.00.00;111;1203
13.11.2004;02.00.00;75;1133
13.11.2004;03.00.00;-200;1137
13.11.2004;04.00.00;88;1239
13.11.2004;05.00.00;71;1173
13.11.2004;06.00.00;75;1185
13.11.2004;07.00.00;86;1154
13.11.2004;08.00.00;124;1365
13.11.2004;09.00.00;128;1409
13.11.2004;10.00.00;164;1568
13.11.2004;11.00.00;199;1627
13.11.2004;12.00.00;192;1617
13.11.2004;13.00.00;166;1503
13.11.2004;14.00.00;133;1476
13.11.2004;15.00.00;118;1374
13.11.2004;16.00.00;133;1434
13.11.2004;17.00.00;128;1371
13.11.2004;18.00.00;116;1308
13.11.2004;19.00.00;118;1275
13.11.2004;20.00.00;142;1305
13.11.2004;21.00.00;113;1157
13.11.2004;22.00.00;59;1036
13.11.2004;23.00.00;52;1026
14.11.2004;00.00.00;57;997
14.11.2004;01.00.00;58;984
14.11.2004;02.00.00;44;914
14.11.2004;03.00.00;-200;885
14.11.2004;04.00.00;26;863
14.11.2004;05.00.00;20;853
14.11.2004;06.00.00;17;814
14.11.2004;07.00.00;21;798
14.11.2004;08.00.00;29;779
14.11.2004;09.00.00;39;790
14.11.2004;10.00.00;41;791
14.11.2004;11.00.00;44;786
14.11.2004;12.00.00;54;820
14.11.2004;13.00.00;62;827
14.11.2004;14.00.00;62;829
14.11.2004;15.00.00;48;837
14.11.2004;16.00.00;59;876
14.11.2004;17.00.00;63;959
14.11.2004;18.00.00;78;1051
14.11.2004;19.00.00;99;978
14.11.2004;20.00.00;106;964
14.11.2004;21.00.00;97;915
14.11.2004;22.00.00;67;840
14.11.2004;23.00.00;73;865
15.11.2004;00.00.00;62;814
