Date;Time;NMHC(GT)
04.11.2004;10.00.00;-200
04.11.2004;11.00.00;-200
04.11.2004;12.00.00;-200
04.11.2004;13.00.00;-200
04.11.2004;14.00.00;-200
04.11.2004;15.00.00;-200
04.11.2004;16.00.00;-200
04.11.2004;17.00.00;-200
04.11.2004;18.00.00;-200
04.11.2004;19.00.00;-200
04.11.2004;20.00.00;-200
04.11.2004;21.00.00;-200
04.11.2004;22.00.00;-200
04.11.2004;23.00.00;-200
05.11.2004;00.00.00;-200
05.11.2004;01.00.00;-200
05.11.2004;02.00.00;-200
05.11.2004;03.00.00;-200
05.11.2004;04.00.00;-200
05.11.2004;05.00.00;-200
05.11.2004;06.00.00;-200
05.11.2004;07.00.00;-200
05.11.2004;08.00.00;-200
05.11.2004;09.00.00;-200
05.11.2004;10.00.00;-200
05.11.2004;11.00.00;-200
05.11.2004;12.00.00;-200
05.11.2004;13.00.00;-200
05.11.2004;14.00.00;-200
05.11.2004;15.00.00;-200
05.11.2004;16.00.00;-200
05.11.2004;17.00.00;-200
05.11.2004;18.00.00;-200
05.11.2004;19.00.00;-200
05.11.2004;20.00.00;-200
05.11.2004;21.00.00;-200
05.11.2004;22.00.00;-200
05.11.2004;23.00.00;-200
06.11.2004;00.00.00;-200
06.11.2004;01.00.00;-200
06.11.2004;02.00.00;-200
06.11.2004;03.00.00;-200
06.11.2004;04.00.00;-200
06.11.2004;05.00.00;-200
06.11.2004;06.00.00;-200
06.11.2004;07.00.00;-200
06.11.2004;08.00.00;-200
06.11.2004;09.00.00;-200
06.11.2004;10.00.00;-200
06.11.2004;11.00.00;-200
06.11.2004;12.00.00;-200
06.11.2004;13.00.00;-200
06.11.2004;14.00.00;-200
06.11.2004;15.00.00;-200
06.11.2004;16.00.00;-200
06.11.2004;17.00.00;-200
06.11.2004;18.00.00;-200
06.11.2004;19.00.00;-200
06.11.2004;20.00.00;-200
06.11.2004;21.00.00;-200
06.11.2004;22.00.00;-200
06.11.2004;23.00.00;-200
07.11.2004;00.00.00;-200
07.11.2004;01.00.00;-200
07.11.2004;02.00.00;-200
07.11.2004;03.00.00;-200
07.11.2004;04.00.00;-200
07.11.2004;05.00.00;-200
07.11.2004;06.00.00;-200
07.11.2004;07.00.00;-200
07.11.2004;08.00.00;-200
07.11.2004;09.00.00;-200
07.11.2004;10.00.00;-200
07.11.2004;11.00.00;-200
07.11.2004;12.00.00;-200
07.11.2004;13.00.00;-200
07.11.2004;14.00.00;-200
07.11.2004;15.00.00;-200
07.11.2004;16.00.00;-200
07.11.2004;17.00.00;-200
07.11.2004;18.00.00;-200
07.11.2004;19.00.00;-200
07.11.2004;20.00.00;-200
07.11.2004;21.00.00;-200
07.11.2004;22.00.00;-200
07.11.2004;23.00.00;-200
08.11.2004;00.00.00;-200
08.11.2004;01.00.00;-200
08.11.2004;02.00.00;-200
08.11.2004;03.00.00;-200
08.11.2004;04.00.00;-200
08.11.2004;05.00.00;-200
08.11.2004;06.00.00;-200
08.11.2004;07.00.00;-200
08.11.2004;08.00.00;-200
08.11.2004;09.00.00;-200
08.11.2004;10.00.00;-200
08.11.2004;11.00.00;-200
08.11.2004;12.00.00;-200
08.11.2004;13.00.00;-200
08.11.2004;14.00.00;-200
08.11.2004;15.00.00;-200
08.11.2004;16.00.00;-200
08.11.2004;17.00.00;-200
08.11.2004;18.00.00;-200
08.11.2004;19.00.00;-200
08.11.2004;20.00.00;-200
08.11.2004;21.00.00;-200
08.11.2004;22.00.00;-200
08.11.2004;23.00.00;-200
09.11.2004;00.00.00;-200
09.11.2004;01.00.00;-200
09.11.2004;02.00.00;-200
09.11.2004;03.00.00;-200
09.11.2004;04.00.00;-200
09.11.2004;05.00.00;-200
09.11.2004;06.00.00;-200
09.11.2004;07.00.00;-200
09.11.2004;08.00.00;-200
09.11.2004;09.00.00;-200
09.11.2004;10.00.00;-200
09.11.2004;11.00.00;-200
09.11.2004;12.00.00;-200
09.11.2004;13.00.00;-200
09.11.2004;14.00.00;-200
09.11.2004;15.00.00;-200
09.11.2004;16.00.00;-200
09.11.2004;17.00.00;-200
09.11.2004;18.00.00;-200
09.11.2004;19.00.00;-200
09.11.2004;20.00.00;-200
09.11.2004;21.00.00;-200
09.11.2004;22.00.00;-200
09.11.2004;23.00.00;-200
10.11.2004;00.00.00;-200
10.11.2004;01.00.00;-200
10.11.2004;02.00.00;-200
10.11.2004;03.00.00;-200
10.11.2004;04.00.00;-200
10.11.2004;05.00.00;-200
10.11.2004;06.00.00;-200
10.11.2004;07.00.00;-200
10.11.2004;08.00.00;-200
10.11.2004;09.00.00;-200
10.11.2004;10.00.00;-200
10.11.2004;11.00.00;-200
10.11.2004;12.00.00;-200
10.11.2004;13.00.00;-200
10.11.2004;14.00.00;-200
10.11.2004;15.00.00;-200
10.11.2004;16.00.00;-200
10.11.2004;17.00.00;-200
10.11.2004;18.00.00;-200
10.11.2004;19.00.00;-200
10.11.2004;20.00.00;-200
10.11.2004;21.00.00;-200
10.11.2004;22.00.00;-200
10.11.2004;23.00.00;-200
11.11.2004;00.00.00;-200
11.11.2004;01.00.00;-200
11.11.2004;02.00.00;-200
11.11.2004;03.00.00;-200
11.11.2004;04.00.00;-200
11.11.2004;05.00.00;-200
11.11.2004;06.00.00;-200
11.11.2004;07.00.00;-200
11.11.2004;08.00.00;-200
11.11.2004;09.00.00;-200
11.11.2004;10.00.00;-200
11.11.2004;11.00.00;-200
11.11.2004;12.00.00;-200
11.11.2004;13.00.00;-200
11.11.2004;14.00.00;-200
11.11.2004;15.00.00;-200
11.11.2004;16.00.00;-200
11.11.2004;17.00.00;-200
11.11.2004;18.00.00;-200
11.11.2004;19.00.00;-200
11.11.2004;20.00.00;-200
11.11.2004;21.00.00;-200
11.11.2004;22.00.00;-200
11.11.2004;23.00.00;-200
12.11.2004;00.00.00;-200
12.11.2004;01.00.00;-200
12.11.2004;02.00.00;-200
12.11.2004;03.00.00;-200
12.11.2004;04.00.00;-200
12.11.2004;05.00.00;-200
12.11.2004;06.00.00;-200
12.11.2004;07.00.00;-200
12.11.2004;08.00.00;-200
12.11.2004;09.00.00;-200
12.11.2004;10.00.00;-200
12.11.2004;11.00.00;-200
12.11.2004;12.00.00;-200
12.11.2004;13.00.00;-200
12.11.2004;14.00.00;-200
12.11.2004;15.00.00;-200
12.11.2004;16.00.00;-200
12.11.2004;17.00.00;-200
12.11.2004;18.00.00;-200
12.11.2004;19.00.00;-200
12.11.2004;20.00.00;-200
12.11.2004;21.00.00;-200
12.11.2004;22.00.00;-200
12.11.2004;23.00.00;-200
13.11.2004;00.00.00;-200
13.11.2004;01.00.00;-200
13.11.2004;02.00.00;-200
13.11.2004;03.00.00;-200
13.11.2004;04.00.00;-200
13.11.2004;05.00.00;-200
13.11.2004;06.00.00;-200
13.11.2004;07.00.00;-200
13.11.2004;08.00.00;-200
13.11.2004;09.00.00;-200
13.11.2004;10.00.00;-200
13.11.2004;11.00.00;-200
13.11.2004;12.00.00;-200
13.11.2004;13.00.00;-200
13.11.2004;14.00.00;-200
13.11.2004;15.00.00;-200
13.11.2004;16.00.00;-200
13.11.2004;17.00.00;-200
13.11.2004;18.00.00;-200
13.11.2004;19.00.00;-200
13.11.2004;20.00.00;-200
13.11.2004;21.00.00;-200
13.11.2004;22.00.00;-200
13.11.2004;23.00.00;-200
14.11.2004;00.00.00;-200
14.11.2004;01.00.00;-200
14.11.2004;02.00.00;-200
14.11.2004;03.00.00;-200
14.11.2004;04.00.00;-200
14.11.2004;05.00.00;-200
14.11.2004;06.00.00;-200
14.11.2004;07.00.00;-200
14.11.2004;08.00.00;-200
14.11.2004;09.00.00;-200
14.11.2004;10.00.00;-200
14.11.2004;11.00.00;-200
14.11.2004;12.00.00;-200
14.11.2004;13.00.00;-200
14.11.2004;14.00.00;-200
14.11.2004;15.00.00;-200
14.11.2004;16.00.00;-200
14.11.2004;17.00.00;-200
14.11.2004;18.00.00;-200
14.11.2004;19.00.00;-200
14.11.2004;20.00.00;-200
14.11.2004;21.00.00;-200
14.11.2004;22.00.00;-200
14.11.2004;23.00.00;-200
15.11.2004;00.00.00;-200
15.11.2004;01.00.00;-200
15.11.2004;02.00.00;-200
15.11.2004;03.00.00;-200
15.11.2004;04.00.00;-200
15.11.2004;05.00.00;-200
15.11.2004;06.00.00;-200
15.11.2004;07.00.00;-200
15.11.2004;08.00.00;-200
15.11.2004;09.00.00;-200
15.11.2004;10.00.00;-200
15.11.2004;11.00.00;-200
15.11.2004;12.00.00;-200
15.11.2004;13.00.00;-200
15.11.2004;14.00.00;-200
15.11.2004;15.00.00;-200
15.11.2004;16.00.00;-200
15.11.2004;17.00.00;-200
15.11.2004;18.00.00;-200
15.11.2004;19.00.00;-200
15.11.2004;20.00.00;-200
15.11.2004;21.00.00;-200
15.11.2004;22.00.00;-200
15.11.2004;23.00.00;-200
16.11.2004;00.00.00;-200
16.11.2004;01.00.00;-200
16.11.2004;02.00.00;-200
16.11.2004;03.00.00;-200
16.11.2004;04.00.00;-200
16.11.2004;05.00.00;-200
16.11.2004;06.00.00;-200
16.11.2004;07.00.00;-200
16.11.2004;08.00.00;-200
16.11.2004;09.00.00;-200
16.11.2004;10.00.00;-200
16.11.2004;11.00.00;-200
16.11.2004;12.00.00;-200
16.11.2004;13.00.00;-200
16.11.2004;14.00.00;-200
16.11.2004;15.00.00;-200
16.11.2004;16.00.00;-200
16.11.2004;17.00.00;-200
16.11.2004;18.00.00;-200
16.11.2004;19.00.00;-200
16.11.2004;20.00.00;-200
16.11.2004;21.00.00;-200
16.11.2004;22.00.00;-200
16.11.2004;23.00.00;-200
17.11.2004;00.00.00;-200
17.11.2004;01.00.00;-200
17.11.2004;02.00.00;-200
17.11.2004;03.00.00;-200
17.11.2004;04.00.00;-200
17.11.2004;05.00.00;-200
17.11.2004;06.00.00;-200
17.11.2004;07.00.00;-200
17.11.2004;08.00.00;-200
17.11.2004;09.00.00;-200
17.11.2004;10.00.00;-200
17.11.2004;11.00.00;-200
17.11.2004;12.00.00;-200
17.11.2004;13.00.00;-200
17.11.2004;14.00.00;-200
17.11.2004;15.00.00;-200
17.11.2004;16.00.00;-200
17.11.2004;17.00.00;-200
17.11.2004;18.00.00;-200
17.11.2004;19.00.00;-200
17.11.2004;20.00.00;-200
17.11.2004;21.00.00;-200
17.11.2004;22.00.00;-200
17.11.2004;23.00.00;-200
18.11.2004;00.00.00;-200
18.11.2004;01.00.00;-200
18.11.2004;02.00.00;-200
18.11.2004;03.00.00;-200
18.11.2004;04.00.00;-200
18.11.2004;05.00.00;-200
18.11.2004;06.00.00;-200
18.11.2004;07.00.00;-200
18.11.2004;08.00.00;-200
18.11.2004;09.00.00;-200
18.11.2004;10.00.00;-200
18.11.2004;11.00.00;-200
18.11.2004;12.00.00;-200
18.11.2004;13.00.00;-200
18.11.2004;14.00.00;-200
18.11.2004;15.00.00;-200
18.11.2004;16.00.00;-200
18.11.2004;17.00.00;-200
18.11.2004;18.00.00;-200
18.11.2004;19.00.00;-200
18.11.2004;20.00.00;-200
18.11.2004;21.00.00;-200
18.11.2004;22.00.00;-200
18.11.2004;23.00.00;-200
19.11.2004;00.00.00;-200
19.11.2004;01.00.00;-200
19.11.2004;02.00.00;-200
19.11.2004;03.00.00;-200
19.11.2004;04.00.00;-200
19.11.2004;05.00.00;-200
19.11.2004;06.00.00;-200
19.11.2004;07.00.00;-200
19.11.2004;08.00.00;-200
19.11.2004;09.00.00;-200
19.11.2004;10.00.00;-200
19.11.2004;11.00.00;-200
19.11.2004;12.00.00;-200
19.11.2004;13.00.00;-200
19.11.2004;14.00.00;-200
19.11.2004;15.00.00;-200
19.11.2004;16.00.00;-200
19.11.2004;17.00.00;-200
19.11.2004;18.00.00;-200
19.11.2004;19.00.00;-200
19.11.2004;20.00.00;-200
19.11.2004;21.00.00;-200
19.11.2004;22.00.00;-200
19.11.2004;23.00.00;-200
20.11.2004;00.00.00;-200
20.11.2004;01.00.00;-200
20.11.2004;02.00.00;-200
20.11.2004;03.00.00;-200
20.11.2004;04.00.00;-200
20.11.2004;05.00.00;-200
20.11.2004;06.00.00;-200
20.11.2004;07.00.00;-200
20.11.2004;08.00.00;-200
20.11.2004;09.00.00;-200
20.11.2004;10.00.00;-200
20.11.2004;11.00.00;-200
20.11.2004;12.00.00;-200
20.11.2004;13.00.00;-200
20.11.2004;14.00.00;-200
20.11.2004;15.00.00;-200
20.11.2004;16.00.00;-200
20.11.2004;17.00.00;-200
20.11.2004;18.00.00;-200
20.11.2004;19.00.00;-200
20.11.2004;20.00.00;-200
20.11.2004;21.00.00;-200
20.11.2004;22.00.00;-200
20.11.2004;23.00.00;-200
21.11.2004;00.00.00;-200
21.11.2004;01.00.00;-200
21.11.2004;02.00.00;-200
21.11.2004;03.00.00;-200
21.11.2004;04.00.00;-200
21.11.2004;05.00.00;-200
21.11.2004;06.00.00;-200
21.11.2004;07.00.00;-200
21.11.2004;08.00.00;-200
21.11.2004;09.00.00;-200
21.11.2004;10.00.00;-200
21.11.2004;11.00.00;-200
21.11.2004;12.00.00;-200
21.11.2004;13.00.00;-200
21.11.2004;14.00.00;-200
21.11.2004;15.00.00;-200
21.11.2004;16.00.00;-200
21.11.2004;17.00.00;-200
21.11.2004;18.00.00;-200
21.11.2004;19.00.00;-200
21.11.2004;20.00.00;-200
21.11.2004;21.00.00;-200
21.11.2004;22.00.00;-200
21.11.2004;23.00.00;-200
22.11.2004;00.00.00;-200
22.11.2004;01.00.00;-200
22.11.2004;02.00.00;-200
22.11.2004;03.00.00;-200
22.11.2004;04.00.00;-200
22.11.2004;05.00.00;-200
22.11.2004;06.00.00;-200
22.11.2004;07.00.00;-200
22.11.2004;08.00.00;-200
22.11.2004;09.00.00;-200
22.11.2004;10.00.00;-200
22.11.2004;11.00.00;-200
22.11.2004;12.00.00;-200
22.11.2004;13.00.00;-200
22.11.2004;14.00.00;-200
22.11.2004;15.00.00;-200
22.11.2004;16.00.00;-200
22.11.2004;17.00.00;-200
22.11.2004;18.00.00;-200
22.11.2004;19.00.00;-200
22.11.2004;20.00.00;-200
22.11.2004;21.00.00;-200
22.11.2004;22.00.00;-200
22.11.2004;23.00.00;-200
23.11.2004;00.00.00;-200
23.11.2004;01.00.00;-200
23.11.2004;02.00.00;-200
23.11.2004;03.00.00;-200
23.11.2004;04.00.00;-200
23.11.2004;05.00.00;-200
23.11.2004;06.00.00;-200
23.11.2004;07.00.00;-200
23.11.2004;08.00.00;-200
23.11.2004;09.00.00;-200
23.11.2004;10.00.00;-200
23.11.2004;11.00.00;-200
23.11.2004;12.00.00;-200
23.11.2004;13.00.00;-200
23.11.2004;14.00.00;-200
23.11.2004;15.00.00;-200
23.11.2004;16.00.00;-200
23.11.2004;17.00.00;-200
23.11.2004;18.00.00;-200
23.11.2004;19.00.00;-200
23.11.2004;20.00.00;-200
23.11.2004;21.00.00;-200
23.11.2004;22.00.00;-200
23.11.2004;23.00.00;-200
24.11.2004;00.00.00;-200
24.11.2004;01.00.00;-200
24.11.2004;02.00.00;-200
24.11.2004;03.00.00;-200
24.11.2004;04.00.00;-200
24.11.2004;05.00.00;-200
24.11.2004;06.00.00;-200
24.11.2004;07.00.00;-200
24.11.2004;08.00.00;-200
24.11.2004;09.00.00;-200
24.11.2004;10.00.00;-200
24.11.2004;11.00.00;-200
24.11.2004;12.00.00;-200
24.11.2004;13.00.00;-200
24.11.2004;14.00.00;-200
24.11.2004;15.00.00;-200
24.11.2004;16.00.00;-200
24.11.2004;17.00.00;-200
24.11.2004;18.00.00;-200
24.11.2004;19.00.00;-200
24.11.2004;20.00.00;-200
24.11.2004;21.00.00;-200
24.11.2004;22.00.00;-200
24.11.2004;23.00.00;-200
25.11.2004;00.00.00;-200
25.11.2004;01.00.00;-200
25.11.2004;02.00.00;-200
25.11.2004;03.00.00;-200
25.11.2004;04.00.00;-200
25.11.2004;05.00.00;-200
25.11.2004;06.00.00;-200
25.11.2004;07.00.00;-200
25.11.2004;08.00.00;-200
25.11.2004;09.00.00;-200
25.11.2004;10.00.00;-200
25.11.2004;11.00.00;-200
25.11.2004;12.00.00;-200
25.11.2004;13.00.00;-200
25.11.2004;14.00.00;-200
25.11.2004;15.00.00;-200
25.11.2004;16.00.00;-200
25.11.2004;17.00.00;-200
25.11.2004;18.00.00;-200
25.11.2004;19.00.00;-200
25.11.2004;20.00.00;-200
25.11.2004;21.00.00;-200
25.11.2004;22.00.00;-200
25.11.2004;23.00.00;-200
26.11.2004;00.00.00;-200
26.11.2004;01.00.00;-200
26.11.2004;02.00.00;-200
26.11.2004;03.00.00;-200
26.11.2004;04.00.00;-200
26.11.2004;05.00.00;-200
26.11.2004;06.00.00;-200
26.11.2004;07.00.00;-200
26.11.2004;08.00.00;-200
26.11.2004;09.00.00;-200
26.11.2004;10.00.00;-200
26.11.2004;11.00.00;-200
26.11.2004;12.00.00;-200
26.11.2004;13.00.00;-200
26.11.2004;14.00.00;-200
26.11.2004;15.00.00;-200
26.11.2004;16.00.00;-200
26.11.2004;17.00.00;-200
26.11.2004;18.00.00;-200
26.11.2004;19.00.00;-200
26.11.2004;20.00.00;-200
26.11.2004;21.00.00;-200
26.11.2004;22.00.00;-200
26.11.2004;23.00.00;-200
27.11.2004;00.00.00;-200
27.11.2004;01.00.00;-200
27.11.2004;02.00.00;-200
27.11.2004;03.00.00;-200
27.11.2004;04.00.00;-200
27.11.2004;05.00.00;-200
27.11.2004;06.00.00;-200
27.11.2004;07.00.00;-200
27.11.2004;08.00.00;-200
27.11.2004;09.00.00;-200
27.11.2004;10.00.00;-200
27.11.2004;11.00.00;-200
27.11.2004;12.00.00;-200
27.11.2004;13.00.00;-200
27.11.2004;14.00.00;-200
27.11.2004;15.00.00;-200
27.11.2004;16.00.00;-200
27.11.2004;17.00.00;-200
27.11.2004;18.00.00;-200
27.11.2004;19.00.00;-200
27.11.2004;20.00.00;-200
27.11.2004;21.00.00;-200
27.11.2004;22.00.00;-200
27.11.2004;23.00.00;-200
28.11.2004;00.00.00;-200
28.11.2004;01.00.00;-200
28.11.2004;02.00.00;-200
28.11.2004;03.00.00;-200
28.11.2004;04.00.00;-200
28.11.2004;05.00.00;-200
28.11.2004;06.00.00;-200
28.11.2004;07.00.00;-200
28.11.2004;08.00.00;-200
28.11.2004;09.00.00;-200
28.11.2004;10.00.00;-200
28.11.2004;11.00.00;-200
28.11.2004;12.00.00;-200
28.11.2004;13.00.00;-200
28.11.2004;14.00.00;-200
28.11.2004;15.00.00;-200
28.11.2004;16.00.00;-200
28.11.2004;17.00.00;-200
28.11.2004;18.00.00;-200
28.11.2004;19.00.00;-200
28.11.2004;20.00.00;-200
28.11.2004;21.00.00;-200
28.11.2004;22.00.00;-200
28.11.2004;23.00.00;-200
29.11.2004;00.00.00;-200
29.11.2004;01.00.00;-200
29.11.2004;02.00.00;-200
29.11.2004;03.00.00;-200
29.11.2004;04.00.00;-200
29.11.2004;05.00.00;-200
29.11.2004;06.00.00;-200
29.11.2004;07.00.00;-200
29.11.2004;08.00.00;-200
29.11.2004;09.00.00;-200
29.11.2004;10.00.00;-200
29.11.2004;11.00.00;-200
29.11.2004;12.00.00;-200
29.11.2004;13.00.00;-200
29.11.2004;14.00.00;-200
29.11.2004;15.00.00;-200
29.11.2004;16.00.00;-200
29.11.2004;17.00.00;-200
29.11.2004;18.00.00;-200
29.11.2004;19.00.00;-200
29.11.2004;20.00.00;-200
29.11.2004;21.00.00;-200
29.11.2004;22.00.00;-200
29.11.2004;23.00.00;-200
30.11.2004;00.00.00;-200
30.11.2004;01.00.00;-200
30.11.2004;02.00.00;-200
30.11.2004;03.00.00;-200
30.11.2004;04.00.00;-200
30.11.2004;05.00.00;-200
30.11.2004;06.00.00;-200
30.11.2004;07.00.00;-200
30.11.2004;08.00.00;-200
30.11.2004;09.00.00;-200
30.11.2004;10.00.00;-200
30.11.2004;11.00.00;-200
30.11.2004;12.00.00;-200
30.11.2004;13.00.00;-200
30.11.2004;14.00.00;-200
30.11.2004;15.00.00;-200
30.11.2004;16.00.00;-200
30.11.2004;17.00.00;-200
30.11.2004;18.00.00;-200
30.11.2004;19.00.00;-200
30.11.2004;20.00.00;-200
30.11.2004;21.00.00;-200
30.11.2004;22.00.00;-200
30.11.2004;23.00.00;-200
01.12.2004;00.00.00;-200
01.12.2004;01.00.00;-200
01.12.2004;02.00.00;-200
01.12.2004;03.00.00;-200
01.12.2004;04.00.00;-200
01.12.2004;05.00.00;-200
01.12.2004;06.00.00;-200
01.12.2004;07.00.00;-200
01.12.2004;08.00.00;-200
01.12.2004;09.00.00;-200
01.12.2004;10.00.00;-200
01.12.2004;11.00.00;-200
01.12.2004;12.00.00;-200
01.12.2004;13.00.00;-200
01.12.2004;14.00.00;-200
01.12.2004;15.00.00;-200
01.12.2004;16.00.00;-200
01.12.2004;17.00.00;-200
01.12.2004;18.00.00;-200
01.12.2004;19.00.00;-200
01.12.2004;20.00.00;-200
01.12.2004;21.00.00;-200
01.12.2004;22.00.00;-200
01.12.2004;23.00.00;-200
02.12.2004;00.00.00;-200
02.12.2004;01.00.00;-200
02.12.2004;02.00.00;-200
02.12.2004;03.00.00;-200
02.12.2004;04.00.00;-200
02.12.2004;05.00.00;-200
02.12.2004;06.00.00;-200
02.12.2004;07.00.00;-200
02.12.2004;08.00.00;-200
02.12.2004;09.00.00;-200
02.12.2004;10.00.00;-200
02.12.2004;11.00.00;-200
02.12.2004;12.00.00;-200
02.12.2004;13.00.00;-200
02.12.2004;14.00.00;-200
02.12.2004;15.00.00;-200
02.12.2004;16.00.00;-200
02.12.2004;17.00.00;-200
02.12.2004;18.00.00;-200
02.12.2004;19.00.00;-200
02.12.2004;20.00.00;-200
02.12.2004;21.00.00;-200
02.12.2004;22.00.00;-200
02.12.2004;23.00.00;-200
03.12.2004;00.00.00;-200
03.12.2004;01.00.00;-200
03.12.2004;02.00.00;-200
03.12.2004;03.00.00;-200
03.12.2004;04.00.00;-200
03.12.2004;05.00.00;-200
03.12.2004;06.00.00;-200
03.12.2004;07.00.00;-200
03.12.2004;08.00.00;-200
03.12.2004;09.00.00;-200
03.12.2004;10.00.00;-200
03.12.2004;11.00.00;-200
03.12.2004;12.00.00;-200
03.12.2004;13.00.00;-200
03.12.2004;14.00.00;-200
03.12.2004;15.00.00;-200
03.12.2004;16.00.00;-200
03.12.2004;17.00.00;-200
03.12.2004;18.00.00;-200
03.12.2004;19.00.00;-200
03.12.2004;20.00.00;-200
03.12.2004;21.00.00;-200
03.12.2004;22.00.00;-200
03.12.2004;23.00.00;-200
04.12.2004;00.00.00;-200
04.12.2004;01.00.00;-200
04.12.2004;02.00.00;-200
04.12.2004;03.00.00;-200
04.12.2004;04.00.00;-200
04.12.2004;05.00.00;-200
04.12.2004;06.00.00;-200
04.12.2004;07.00.00;-200
04.12.2004;08.00.00;-200
04.12.2004;09.00.00;-200
04.12.2004;10.00.00;-200
04.12.2004;11.00.00;-200
04.12.2004;12.00.00;-200
04.12.2004;13.00.00;-200
04.12.2004;14.00.00;-200
04.12.2004;15.00.00;-200
04.12.2004;16.00.00;-200
04.12.2004;17.00.00;-200
04.12.2004;18.00.00;-200
04.12.2004;19.00.00;-200
04.12.2004;20.00.00;-200
04.12.2004;21.00.00;-200
04.12.2004;22.00.00;-200
04.12.2004;23.00.00;-200
05.12.2004;00.00.00;-200
05.12.2004;01.00.00;-200
05.12.2004;02.00.00;-200
05.12.2004;03.00.00;-200
05.12.2004;04.00.00;-200
05.12.2004;05.00.00;-200
05.12.2004;06.00.00;-200
05.12.2004;07.00.00;-200
05.12.2004;08.00.00;-200
05.12.2004;09.00.00;-200
05.12.2004;10.00.00;-200
05.12.2004;11.00.00;-200
05.12.2004;12.00.00;-200
05.12.2004;13.00.00;-200
05.12.2004;14.00.00;-200
05.12.2004;15.00.00;-200
05.12.2004;16.00.00;-200
05.12.2004;17.00.00;-200
05.12.2004;18.00.00;-200
05.12.2004;19.00.00;-200
05.12.2004;20.00.00;-200
05.12.2004;21.00.00;-200
05.12.2004;22.00.00;-200
05.12.2004;23.00.00;-200
06.12.2004;00.00.00;-200
06.12.2004;01.00.00;-200
06.12.2004;02.00.00;-200
06.12.2004;03.00.00;-200
06.12.2004;04.00.00;-200
06.12.2004;05.00.00;-200
06.12.2004;06.00.00;-200
06.12.2004;07.00.00;-200
06.12.2004;08.00.00;-200
06.12.2004;09.00.00;-200
06.12.2004;10.00.00;-200
06.12.2004;11.00.00;-200
06.12.2004;12.00.00;-200
06.12.2004;13.00.00;-200
06.12.2004;14.00.00;-200
06.12.2004;15.00.00;-200
06.12.2004;16.00.00;-200
06.12.2004;17.00.00;-200
06.12.2004;18.00.00;-200
06.12.2004;19.00.00;-200
06.12.2004;20.00.00;-200
06.12.2004;21.00.00;-200
06.12.2004;22.00.00;-200
06.12.2004;23.00.00;-200
07.12.2004;00.00.00;-200
07.12.2004;01.00.00;-200
07.12.2004;02.00.00;-200
07.12.2004;03.00.00;-200
07.12.2004;04.00.00;-200
07.12.2004;05.00.00;-200
07.12.2004;06.00.00;-200
07.12.2004;07.00.00;-200
07.12.2004;08.00.00;-200
07.12.2004;09.00.00;-200
07.12.2004;10.00.00;-200
07.12.2004;11.00.00;-200
07.12.2004;12.00.00;-200
07.12.2004;13.00.00;-200
07.12.2004;14.00.00;-200
07.12.2004;15.00.00;-200
07.12.2004;16.00.00;-200
07.12.2004;17.00.00;-200
07.12.2004;18.00.00;-200
07.12.2004;19.00.00;-200
07.12.2004;20.00.00;-200
07.12.2004;21.00.00;-200
07.12.2004;22.00.00;-200
07.12.2004;23.00.00;-200
08.12.2004;00.00.00;-200
08.12.2004;01.00.00;-200
08.12.2004;02.00.00;-200
08.12.2004;03.00.00;-200
08.12.2004;04.00.00;-200
08.12.2004;05.00.00;-200
08.12.2004;06.00.00;-200
08.12.2004;07.00.00;-200
08.12.2004;08.00.00;-200
08.12.2004;09.00.00;-200
08.12.2004;10.00.00;-200
08.12.2004;11.00.00;-200
08.12.2004;12.00.00;-200
08.12.2004;13.00.00;-200
08.12.2004;14.00.00;-200
08.12.2004;15.00.00;-200
08.12.2004;16.00.00;-200
08.12.2004;17.00.00;-200
08.12.2004;18.00.00;-200
08.12.2004;19.00.00;-200
08.12.2004;20.00.00;-200
08.12.2004;21.00.00;-200
08.12.2004;22.00.00;-200
08.12.2004;23.00.00;-200
09.12.2004;00.00.00;-200
09.12.2004;01.00.00;-200
09.12.2004;02.00.00;-200
09.12.2004;03.00.00;-200
09.12.2004;04.00.00;-200
09.12.2004;05.00.00;-200
09.12.2004;06.00.00;-200
09.12.2004;07.00.00;-200
09.12.2004;08.00.00;-200
09.12.2004;09.00.00;-200
09.12.2004;10.00.00;-200
09.12.2004;11.00.00;-200
09.12.2004;12.00.00;-200
09.12.2004;13.00.00;-200
09.12.2004;14.00.00;-200
09.12.2004;15.00.00;-200
09.12.2004;16.00.00;-200
09.12.2004;17.00.00;-200
09.12.2004;18.00.00;-200
09.12.2004;19.00.00;-200
09.12.2004;20.00.00;-200
09.12.2004;21.00.00;-200
09.12.2004;22.00.00;-200
09.12.2004;23.00.00;-200
10.12.2004;00.00.00;-200
10.12.2004;01.00.00;-200
10.12.2004;02.00.00;-200
10.12.2004;03.00.00;-200
10.12.2004;04.00.00;-200
10.12.2004;05.00.00;-200
10.12.2004;06.00.00;-200
10.12.2004;07.00.00;-200
10.12.2004;08.00.00;-200
10.12.2004;09.00.00;-200
10.12.2004;10.00.00;-200
10.12.2004;11.00.00;-200
10.12.2004;12.00.00;-200
10.12.2004;13.00.00;-200
10.12.2004;14.00.00;-200
10.12.2004;15.00.00;-200
10.12.2004;16.00.00;-200
10.12.2004;17.00.00;-200
10.12.2004;18.00.00;-200
10.12.2004;19.00.00;-200
