Date;Time;PT08.S5(O3)
17.10.2004;09.00.00;717
17.10.2004;10.00.00;774
17.10.2004;11.00.00;697
17.10.2004;12.00.00;701
17.10.2004;13.00.00;752
17.10.2004;14.00.00;760
17.10.2004;15.00.00;505
17.10.2004;16.00.00;529
17.10.2004;17.00.00;832
17.10.2004;18.00.00;904
17.10.2004;19.00.00;1050
17.10.2004;20.00.00;1000
17.10.2004;21.00.00;911
17.10.2004;22.00.00;858
17.10.2004;23.00.00;903
18.10.2004;00.00.00;781
18.10.2004;01.00.00;714
18.10.2004;02.00.00;625
18.10.2004;03.00.00;568
18.10.2004;04.00.00;616
18.10.2004;05.00.00;710
18.10.2004;06.00.00;953
18.10.2004;07.00.00;1271
18.10.2004;08.00.00;1447
18.10.2004;09.00.00;1296
18.10.2004;10.00.00;1217
18.10.2004;11.00.00;1341
18.10.2004;12.00.00;1180
18.10.2004;13.00.00;1365
18.10.2004;14.00.00;1410
18.10.2004;15.00.00;1529
18.10.2004;16.00.00;1573
18.10.2004;17.00.00;1810
18.10.2004;18.00.00;1834
18.10.2004;19.00.00;1672
18.10.2004;20.00.00;1686
18.10.2004;21.00.00;1302
18.10.2004;22.00.00;1023
18.10.2004;23.00.00;992
19.10.2004;00.00.00;960
19.10.2004;01.00.00;955
19.10.2004;02.00.00;887
19.10.2004;03.00.00;851
19.10.2004;04.00.00;903
19.10.2004;05.00.00;954
19.10.2004;06.00.00;1107
19.10.2004;07.00.00;1442
19.10.2004;08.00.00;1818
19.10.2004;09.00.00;1802
19.10.2004;10.00.00;1671
19.10.2004;11.00.00;1710
19.10.2004;12.00.00;1746
19.10.2004;13.00.00;1495
19.10.2004;14.00.00;1203
19.10.2004;15.00.00;1252
19.10.2004;16.00.00;1528
19.10.2004;17.00.00;1629
19.10.2004;18.00.00;1608
19.10.2004;19.00.00;1664
19.10.2004;20.00.00;1666
19.10.2004;21.00.00;1594
19.10.2004;22.00.00;1421
19.10.2004;23.00.00;1337
20.10.2004;00.00.00;1270
20.10.2004;01.00.00;1156
20.10.2004;02.00.00;1124
20.10.2004;03.00.00;1049
20.10.2004;04.00.00;1044
20.10.2004;05.00.00;1109
20.10.2004;06.00.00;1224
20.10.2004;07.00.00;1611
20.10.2004;08.00.00;2004
20.10.2004;09.00.00;1776
20.10.2004;10.00.00;1723
20.10.2004;11.00.00;1916
20.10.2004;12.00.00;1955
20.10.2004;13.00.00;1894
20.10.2004;14.00.00;1823
20.10.2004;15.00.00;1793
20.10.2004;16.00.00;1956
20.10.2004;17.00.00;2203
20.10.2004;18.00.00;2073
20.10.2004;19.00.00;1923
20.10.2004;20.00.00;1780
20.10.2004;21.00.00;1609
20.10.2004;22.00.00;1466
20.10.2004;23.00.00;1504
21.10.2004;00.00.00;1518
21.10.2004;01.00.00;1289
21.10.2004;02.00.00;1076
21.10.2004;03.00.00;947
21.10.2004;04.00.00;970
21.10.2004;05.00.00;900
21.10.2004;06.00.00;1034
21.10.2004;07.00.00;1235
21.10.2004;08.00.00;1455
21.10.2004;09.00.00;1478
21.10.2004;10.00.00;1393
21.10.2004;11.00.00;1237
21.10.2004;12.00.00;1373
21.10.2004;13.00.00;1310
21.10.2004;14.00.00;1287
21.10.2004;15.00.00;1413
21.10.2004;16.00.00;1483
21.10.2004;17.00.00;1539
21.10.2004;18.00.00;1691
21.10.2004;19.00.00;1846
21.10.2004;20.00.00;1665
21.10.2004;21.00.00;1577
21.10.2004;22.00.00;1603
21.10.2004;23.00.00;1530
22.10.2004;00.00.00;1205
22.10.2004;01.00.00;999
22.10.2004;02.00.00;904
22.10.2004;03.00.00;843
22.10.2004;04.00.00;843
22.10.2004;05.00.00;886
22.10.2004;06.00.00;911
22.10.2004;07.00.00;1319
22.10.2004;08.00.00;1927
22.10.2004;09.00.00;1554
22.10.2004;10.00.00;1565
22.10.2004;11.00.00;1462
22.10.2004;12.00.00;1487
22.10.2004;13.00.00;1690
22.10.2004;14.00.00;1603
22.10.2004;15.00.00;1568
22.10.2004;16.00.00;1743
22.10.2004;17.00.00;2007
22.10.2004;18.00.00;2235
22.10.2004;19.00.00;1998
22.10.2004;20.00.00;1795
22.10.2004;21.00.00;1407
22.10.2004;22.00.00;1211
22.10.2004;23.00.00;1202
23.10.2004;00.00.00;1136
23.10.2004;01.00.00;946
23.10.2004;02.00.00;915
23.10.2004;03.00.00;864
23.10.2004;04.00.00;836
23.10.2004;05.00.00;842
23.10.2004;06.00.00;1002
23.10.2004;07.00.00;1165
23.10.2004;08.00.00;1294
23.10.2004;09.00.00;1475
23.10.2004;10.00.00;1436
23.10.2004;11.00.00;1465
23.10.2004;12.00.00;1583
23.10.2004;13.00.00;1432
23.10.2004;14.00.00;1270
23.10.2004;15.00.00;1354
23.10.2004;16.00.00;1318
23.10.2004;17.00.00;1351
23.10.2004;18.00.00;1530
23.10.2004;19.00.00;1615
23.10.2004;20.00.00;1415
23.10.2004;21.00.00;1219
23.10.2004;22.00.00;1307
23.10.2004;23.00.00;1297
24.10.2004;00.00.00;1321
24.10.2004;01.00.00;1133
24.10.2004;02.00.00;1124
24.10.2004;03.00.00;997
24.10.2004;04.00.00;952
24.10.2004;05.00.00;972
24.10.2004;06.00.00;965
24.10.2004;07.00.00;984
24.10.2004;08.00.00;880
24.10.2004;09.00.00;1001
24.10.2004;10.00.00;1137
24.10.2004;11.00.00;1023
24.10.2004;12.00.00;962
24.10.2004;13.00.00;825
24.10.2004;14.00.00;877
24.10.2004;15.00.00;1046
24.10.2004;16.00.00;1060
24.10.2004;17.00.00;1155
24.10.2004;18.00.00;1464
24.10.2004;19.00.00;2185
24.10.2004;20.00.00;1959
24.10.2004;21.00.00;1375
24.10.2004;22.00.00;1212
24.10.2004;23.00.00;1273
25.10.2004;00.00.00;1249
25.10.2004;01.00.00;1097
25.10.2004;02.00.00;933
25.10.2004;03.00.00;858
25.10.2004;04.00.00;870
25.10.2004;05.00.00;1013
25.10.2004;06.00.00;1087
25.10.2004;07.00.00;1566
25.10.2004;08.00.00;1631
25.10.2004;09.00.00;1564
25.10.2004;10.00.00;1601
25.10.2004;11.00.00;1539
25.10.2004;12.00.00;1577
25.10.2004;13.00.00;1732
25.10.2004;14.00.00;1672
25.10.2004;15.00.00;1744
25.10.2004;16.00.00;1845
25.10.2004;17.00.00;2164
25.10.2004;18.00.00;2106
25.10.2004;19.00.00;2007
25.10.2004;20.00.00;1791
25.10.2004;21.00.00;1444
25.10.2004;22.00.00;1373
25.10.2004;23.00.00;1110
26.10.2004;00.00.00;1099
26.10.2004;01.00.00;968
26.10.2004;02.00.00;847
26.10.2004;03.00.00;852
26.10.2004;04.00.00;799
26.10.2004;05.00.00;834
26.10.2004;06.00.00;956
26.10.2004;07.00.00;1259
26.10.2004;08.00.00;1494
26.10.2004;09.00.00;1458
26.10.2004;10.00.00;1491
26.10.2004;11.00.00;1560
26.10.2004;12.00.00;1750
26.10.2004;13.00.00;1709
26.10.2004;14.00.00;1786
26.10.2004;15.00.00;1900
26.10.2004;16.00.00;1963
26.10.2004;17.00.00;2161
26.10.2004;18.00.00;2372
26.10.2004;19.00.00;2062
26.10.2004;20.00.00;1736
26.10.2004;21.00.00;1192
26.10.2004;22.00.00;1043
26.10.2004;23.00.00;948
27.10.2004;00.00.00;992
27.10.2004;01.00.00;867
27.10.2004;02.00.00;825
27.10.2004;03.00.00;803
27.10.2004;04.00.00;786
27.10.2004;05.00.00;866
27.10.2004;06.00.00;1113
27.10.2004;07.00.00;1384
27.10.2004;08.00.00;1516
27.10.2004;09.00.00;1222
27.10.2004;10.00.00;1354
27.10.2004;11.00.00;1291
27.10.2004;12.00.00;1308
27.10.2004;13.00.00;1420
27.10.2004;14.00.00;1297
27.10.2004;15.00.00;1157
27.10.2004;16.00.00;1130
27.10.2004;17.00.00;1195
27.10.2004;18.00.00;1341
27.10.2004;19.00.00;1228
27.10.2004;20.00.00;1273
27.10.2004;21.00.00;1006
27.10.2004;22.00.00;898
27.10.2004;23.00.00;894
28.10.2004;00.00.00;789
28.10.2004;01.00.00;805
28.10.2004;02.00.00;770
28.10.2004;03.00.00;776
28.10.2004;04.00.00;744
28.10.2004;05.00.00;825
28.10.2004;06.00.00;1013
28.10.2004;07.00.00;1341
28.10.2004;08.00.00;1528
28.10.2004;09.00.00;1432
28.10.2004;10.00.00;1499
28.10.2004;11.00.00;1236
28.10.2004;12.00.00;1180
28.10.2004;13.00.00;1196
28.10.2004;14.00.00;1301
28.10.2004;15.00.00;1646
28.10.2004;16.00.00;1720
28.10.2004;17.00.00;1852
28.10.2004;18.00.00;1670
28.10.2004;19.00.00;1208
28.10.2004;20.00.00;1160
28.10.2004;21.00.00;937
28.10.2004;22.00.00;783
28.10.2004;23.00.00;807
29.10.2004;00.00.00;729
29.10.2004;01.00.00;612
29.10.2004;02.00.00;574
29.10.2004;03.00.00;579
29.10.2004;04.00.00;687
29.10.2004;05.00.00;856
29.10.2004;06.00.00;976
29.10.2004;07.00.00;1208
29.10.2004;08.00.00;1400
29.10.2004;09.00.00;1278
29.10.2004;10.00.00;934
29.10.2004;11.00.00;1073
29.10.2004;12.00.00;1363
29.10.2004;13.00.00;1346
29.10.2004;14.00.00;1393
29.10.2004;15.00.00;1255
29.10.2004;16.00.00;1213
29.10.2004;17.00.00;1332
29.10.2004;18.00.00;1430
29.10.2004;19.00.00;1102
29.10.2004;20.00.00;895
29.10.2004;21.00.00;905
29.10.2004;22.00.00;869
29.10.2004;23.00.00;982
30.10.2004;00.00.00;999
30.10.2004;01.00.00;881
30.10.2004;02.00.00;868
30.10.2004;03.00.00;843
30.10.2004;04.00.00;833
30.10.2004;05.00.00;825
30.10.2004;06.00.00;901
30.10.2004;07.00.00;1090
30.10.2004;08.00.00;1165
30.10.2004;09.00.00;1201
30.10.2004;10.00.00;1231
30.10.2004;11.00.00;1461
30.10.2004;12.00.00;1434
30.10.2004;13.00.00;1399
30.10.2004;14.00.00;1417
30.10.2004;15.00.00;1395
30.10.2004;16.00.00;1442
30.10.2004;17.00.00;1425
30.10.2004;18.00.00;1496
30.10.2004;19.00.00;1551
30.10.2004;20.00.00;1381
30.10.2004;21.00.00;1229
30.10.2004;22.00.00;1082
30.10.2004;23.00.00;963
31.10.2004;00.00.00;939
31.10.2004;01.00.00;825
31.10.2004;02.00.00;811
31.10.2004;03.00.00;720
31.10.2004;04.00.00;627
31.10.2004;05.00.00;589
31.10.2004;06.00.00;540
31.10.2004;07.00.00;551
31.10.2004;08.00.00;742
31.10.2004;09.00.00;824
31.10.2004;10.00.00;1059
31.10.2004;11.00.00;1144
31.10.2004;12.00.00;994
31.10.2004;13.00.00;1014
31.10.2004;14.00.00;924
31.10.2004;15.00.00;1023
31.10.2004;16.00.00;1033
31.10.2004;17.00.00;1065
31.10.2004;18.00.00;1516
31.10.2004;19.00.00;1648
31.10.2004;20.00.00;1466
31.10.2004;21.00.00;1365
31.10.2004;22.00.00;1247
31.10.2004;23.00.00;1183
01.11.2004;00.00.00;2150
01.11.2004;01.00.00;2519
01.11.2004;02.00.00;1925
01.11.2004;03.00.00;1762
01.11.2004;04.00.00;1579
01.11.2004;05.00.00;1599
01.11.2004;06.00.00;1395
01.11.2004;07.00.00;1323
01.11.2004;08.00.00;1309
01.11.2004;09.00.00;1441
01.11.2004;10.00.00;1830
01.11.2004;11.00.00;1704
01.11.2004;12.00.00;1576
01.11.2004;13.00.00;1305
01.11.2004;14.00.00;991
01.11.2004;15.00.00;1148
01.11.2004;16.00.00;1307
01.11.2004;17.00.00;1386
01.11.2004;18.00.00;1420
01.11.2004;19.00.00;1341
01.11.2004;20.00.00;1258
01.11.2004;21.00.00;1245
01.11.2004;22.00.00;1231
01.11.2004;23.00.00;1151
02.11.2004;00.00.00;1048
02.11.2004;01.00.00;928
02.11.2004;02.00.00;813
02.11.2004;03.00.00;753
02.11.2004;04.00.00;709
02.11.2004;05.00.00;721
02.11.2004;06.00.00;710
02.11.2004;07.00.00;951
02.11.2004;08.00.00;1336
02.11.2004;09.00.00;1489
02.11.2004;10.00.00;1558
02.11.2004;11.00.00;1944
02.11.2004;12.00.00;1782
02.11.2004;13.00.00;1921
02.11.2004;14.00.00;2039
02.11.2004;15.00.00;1912
02.11.2004;16.00.00;1827
02.11.2004;17.00.00;1919
02.11.2004;18.00.00;2013
02.11.2004;19.00.00;1919
02.11.2004;20.00.00;1927
02.11.2004;21.00.00;1573
02.11.2004;22.00.00;1325
02.11.2004;23.00.00;1203
03.11.2004;00.00.00;947
03.11.2004;01.00.00;1106
03.11.2004;02.00.00;1045
03.11.2004;03.00.00;827
03.11.2004;04.00.00;777
03.11.2004;05.00.00;748
03.11.2004;06.00.00;833
03.11.2004;07.00.00;960
03.11.2004;08.00.00;1157
03.11.2004;09.00.00;1444
03.11.2004;10.00.00;1522
03.11.2004;11.00.00;1452
03.11.2004;12.00.00;1437
03.11.2004;13.00.00;1209
03.11.2004;14.00.00;1170
03.11.2004;15.00.00;1190
03.11.2004;16.00.00;1278
03.11.2004;17.00.00;1305
03.11.2004;18.00.00;1364
03.11.2004;19.00.00;1428
03.11.2004;20.00.00;1285
03.11.2004;21.00.00;1143
03.11.2004;22.00.00;1235
03.11.2004;23.00.00;1208
04.11.2004;00.00.00;1041
04.11.2004;01.00.00;897
04.11.2004;02.00.00;862
04.11.2004;03.00.00;816
04.11.2004;04.00.00;747
04.11.2004;05.00.00;727
04.11.2004;06.00.00;799
04.11.2004;07.00.00;807
04.11.2004;08.00.00;1324
04.11.2004;09.00.00;1404
04.11.2004;10.00.00;1605
04.11.2004;11.00.00;1478
04.11.2004;12.00.00;1414
04.11.2004;13.00.00;1465
04.11.2004;14.00.00;1588
04.11.2004;15.00.00;1651
04.11.2004;16.00.00;1652
04.11.2004;17.00.00;2110
04.11.2004;18.00.00;2204
04.11.2004;19.00.00;1780
04.11.2004;20.00.00;1590
04.11.2004;21.00.00;1419
04.11.2004;22.00.00;1415
04.11.2004;23.00.00;1180
05.11.2004;00.00.00;1015
05.11.2004;01.00.00;1014
05.11.2004;02.00.00;938
05.11.2004;03.00.00;777
05.11.2004;04.00.00;723
05.11.2004;05.00.00;702
05.11.2004;06.00.00;725
05.11.2004;07.00.00;836
05.11.2004;08.00.00;1129
05.11.2004;09.00.00;1718
05.11.2004;10.00.00;1646
05.11.2004;11.00.00;1664
05.11.2004;12.00.00;1496
05.11.2004;13.00.00;1506
05.11.2004;14.00.00;1604
05.11.2004;15.00.00;1632
05.11.2004;16.00.00;1736
05.11.2004;17.00.00;2165
05.11.2004;18.00.00;2152
05.11.2004;19.00.00;1556
05.11.2004;20.00.00;1389
05.11.2004;21.00.00;1300
05.11.2004;22.00.00;1126
05.11.2004;23.00.00;982
06.11.2004;00.00.00;941
06.11.2004;01.00.00;1010
06.11.2004;02.00.00;985
06.11.2004;03.00.00;889
06.11.2004;04.00.00;791
06.11.2004;05.00.00;710
06.11.2004;06.00.00;743
06.11.2004;07.00.00;857
06.11.2004;08.00.00;1143
06.11.2004;09.00.00;1210
06.11.2004;10.00.00;1060
06.11.2004;11.00.00;1252
06.11.2004;12.00.00;1435
06.11.2004;13.00.00;1544
06.11.2004;14.00.00;1600
06.11.2004;15.00.00;1534
06.11.2004;16.00.00;1495
06.11.2004;17.00.00;1442
06.11.2004;18.00.00;1340
06.11.2004;19.00.00;1231
06.11.2004;20.00.00;1128
06.11.2004;21.00.00;1188
06.11.2004;22.00.00;998
06.11.2004;23.00.00;944
07.11.2004;00.00.00;928
07.11.2004;01.00.00;1037
07.11.2004;02.00.00;930
07.11.2004;03.00.00;803
07.11.2004;04.00.00;665
07.11.2004;05.00.00;533
07.11.2004;06.00.00;449
07.11.2004;07.00.00;440
07.11.2004;08.00.00;453
07.11.2004;09.00.00;465
07.11.2004;10.00.00;457
07.11.2004;11.00.00;475
07.11.2004;12.00.00;532
07.11.2004;13.00.00;526
07.11.2004;14.00.00;520
07.11.2004;15.00.00;500
07.11.2004;16.00.00;482
07.11.2004;17.00.00;539
07.11.2004;18.00.00;943
07.11.2004;19.00.00;1016
07.11.2004;20.00.00;1063
07.11.2004;21.00.00;1034
07.11.2004;22.00.00;864
07.11.2004;23.00.00;500
08.11.2004;00.00.00;537
08.11.2004;01.00.00;524
08.11.2004;02.00.00;457
08.11.2004;03.00.00;360
08.11.2004;04.00.00;333
08.11.2004;05.00.00;339
08.11.2004;06.00.00;358
08.11.2004;07.00.00;494
08.11.2004;08.00.00;828
08.11.2004;09.00.00;769
08.11.2004;10.00.00;714
08.11.2004;11.00.00;672
08.11.2004;12.00.00;671
08.11.2004;13.00.00;631
08.11.2004;14.00.00;805
08.11.2004;15.00.00;808
08.11.2004;16.00.00;964
08.11.2004;17.00.00;1188
08.11.2004;18.00.00;1571
08.11.2004;19.00.00;1580
08.11.2004;20.00.00;1426
08.11.2004;21.00.00;1239
08.11.2004;22.00.00;1064
08.11.2004;23.00.00;987
09.11.2004;00.00.00;873
09.11.2004;01.00.00;783
09.11.2004;02.00.00;719
09.11.2004;03.00.00;660
09.11.2004;04.00.00;613
09.11.2004;05.00.00;627
09.11.2004;06.00.00;697
09.11.2004;07.00.00;915
09.11.2004;08.00.00;1399
09.11.2004;09.00.00;1495
09.11.2004;10.00.00;1499
09.11.2004;11.00.00;1720
09.11.2004;12.00.00;1210
09.11.2004;13.00.00;1123
09.11.2004;14.00.00;1209
09.11.2004;15.00.00;1144
09.11.2004;16.00.00;847
09.11.2004;17.00.00;923
09.11.2004;18.00.00;1166
09.11.2004;19.00.00;1280
09.11.2004;20.00.00;1193
09.11.2004;21.00.00;966
09.11.2004;22.00.00;752
09.11.2004;23.00.00;594
10.11.2004;00.00.00;545
10.11.2004;01.00.00;555
10.11.2004;02.00.00;543
10.11.2004;03.00.00;420
10.11.2004;04.00.00;373
10.11.2004;05.00.00;363
10.11.2004;06.00.00;411
10.11.2004;07.00.00;496
10.11.2004;08.00.00;738
10.11.2004;09.00.00;910
10.11.2004;10.00.00;821
10.11.2004;11.00.00;740
10.11.2004;12.00.00;852
10.11.2004;13.00.00;895
10.11.2004;14.00.00;1019
10.11.2004;15.00.00;993
10.11.2004;16.00.00;1043
10.11.2004;17.00.00;1111
10.11.2004;18.00.00;1087
10.11.2004;19.00.00;1250
10.11.2004;20.00.00;1331
10.11.2004;21.00.00;1243
10.11.2004;22.00.00;1074
10.11.2004;23.00.00;1258
11.11.2004;00.00.00;1189
11.11.2004;01.00.00;1092
11.11.2004;02.00.00;996
11.11.2004;03.00.00;974
11.11.2004;04.00.00;902
11.11.2004;05.00.00;859
11.11.2004;06.00.00;970
11.11.2004;07.00.00;1062
11.11.2004;08.00.00;1304
11.11.2004;09.00.00;1643
11.11.2004;10.00.00;1488
11.11.2004;11.00.00;1465
11.11.2004;12.00.00;1198
11.11.2004;13.00.00;1160
11.11.2004;14.00.00;1277
11.11.2004;15.00.00;1171
11.11.2004;16.00.00;1106
11.11.2004;17.00.00;1036
11.11.2004;18.00.00;1196
11.11.2004;19.00.00;1170
11.11.2004;20.00.00;1312
11.11.2004;21.00.00;1251
11.11.2004;22.00.00;805
11.11.2004;23.00.00;736
12.11.2004;00.00.00;774
12.11.2004;01.00.00;826
12.11.2004;02.00.00;636
12.11.2004;03.00.00;516
12.11.2004;04.00.00;531
12.11.2004;05.00.00;558
12.11.2004;06.00.00;565
12.11.2004;07.00.00;604
12.11.2004;08.00.00;794
12.11.2004;09.00.00;907
12.11.2004;10.00.00;838
12.11.2004;11.00.00;884
12.11.2004;12.00.00;866
12.11.2004;13.00.00;909
12.11.2004;14.00.00;990
12.11.2004;15.00.00;1050
12.11.2004;16.00.00;1023
12.11.2004;17.00.00;1103
12.11.2004;18.00.00;1239
12.11.2004;19.00.00;1384
12.11.2004;20.00.00;1289
12.11.2004;21.00.00;1180
12.11.2004;22.00.00;855
12.11.2004;23.00.00;857
13.11.2004;00.00.00;811
13.11.2004;01.00.00;794
13.11.2004;02.00.00;612
13.11.2004;03.00.00;590
13.11.2004;04.00.00;807
13.11.2004;05.00.00;702
13.11.2004;06.00.00;753
13.11.2004;07.00.00;709
13.11.2004;08.00.00;1087
13.11.2004;09.00.00;1126
13.11.2004;10.00.00;1386
13.11.2004;11.00.00;1476
13.11.2004;12.00.00;1424
13.11.2004;13.00.00;1310
13.11.2004;14.00.00;1114
13.11.2004;15.00.00;1029
13.11.2004;16.00.00;1101
13.11.2004;17.00.00;1040
13.11.2004;18.00.00;856
13.11.2004;19.00.00;836
13.11.2004;20.00.00;894
13.11.2004;21.00.00;696
13.11.2004;22.00.00;524
13.11.2004;23.00.00;506
14.11.2004;00.00.00;453
14.11.2004;01.00.00;434
14.11.2004;02.00.00;373
14.11.2004;03.00.00;330
14.11.2004;04.00.00;305
14.11.2004;05.00.00;286
14.11.2004;06.00.00;268
14.11.2004;07.00.00;261
14.11.2004;08.00.00;274
14.11.2004;09.00.00;291
14.11.2004;10.00.00;304
14.11.2004;11.00.00;301
14.11.2004;12.00.00;329
14.11.2004;13.00.00;350
14.11.2004;14.00.00;380
14.11.2004;15.00.00;356
14.11.2004;16.00.00;383
14.11.2004;17.00.00;429
14.11.2004;18.00.00;556
14.11.2004;19.00.00;537
14.11.2004;20.00.00;554
14.11.2004;21.00.00;518
14.11.2004;22.00.00;416
14.11.2004;23.00.00;433
15.11.2004;00.00.00;393
15.11.2004;01.00.00;353
15.11.2004;02.00.00;314
15.11.2004;03.00.00;296
15.11.2004;04.00.00;297
15.11.2004;05.00.00;302
15.11.2004;06.00.00;348
15.11.2004;07.00.00;508
15.11.2004;08.00.00;936
15.11.2004;09.00.00;944
15.11.2004;10.00.00;843
15.11.2004;11.00.00;820
15.11.2004;12.00.00;793
15.11.2004;13.00.00;737
15.11.2004;14.00.00;718
15.11.2004;15.00.00;743
15.11.2004;16.00.00;848
15.11.2004;17.00.00;991
15.11.2004;18.00.00;1191
15.11.2004;19.00.00;1169
15.11.2004;20.00.00;1167
15.11.2004;21.00.00;966
15.11.2004;22.00.00;796
15.11.2004;23.00.00;712
16.11.2004;00.00.00;701
16.11.2004;01.00.00;591
16.11.2004;02.00.00;609
16.11.2004;03.00.00;467
16.11.2004;04.00.00;391
16.11.2004;05.00.00;395
16.11.2004;06.00.00;510
16.11.2004;07.00.00;779
16.11.2004;08.00.00;1395
16.11.2004;09.00.00;1706
16.11.2004;10.00.00;1479
16.11.2004;11.00.00;1403
16.11.2004;12.00.00;1072
16.11.2004;13.00.00;929
16.11.2004;14.00.00;1024
16.11.2004;15.00.00;1010
16.11.2004;16.00.00;1046
16.11.2004;17.00.00;1264
16.11.2004;18.00.00;1365
16.11.2004;19.00.00;1281
16.11.2004;20.00.00;1463
16.11.2004;21.00.00;1388
16.11.2004;22.00.00;1195
16.11.2004;23.00.00;1111
17.11.2004;00.00.00;992
17.11.2004;01.00.00;1019
17.11.2004;02.00.00;828
17.11.2004;03.00.00;752
17.11.2004;04.00.00;699
17.11.2004;05.00.00;719
17.11.2004;06.00.00;761
17.11.2004;07.00.00;830
17.11.2004;08.00.00;1318
17.11.2004;09.00.00;1482
17.11.2004;10.00.00;1474
17.11.2004;11.00.00;1632
17.11.2004;12.00.00;1592
17.11.2004;13.00.00;1679
17.11.2004;14.00.00;1670
17.11.2004;15.00.00;1650
17.11.2004;16.00.00;1692
17.11.2004;17.00.00;2155
17.11.2004;18.00.00;2452
17.11.2004;19.00.00;2032
17.11.2004;20.00.00;1751
17.11.2004;21.00.00;1675
17.11.2004;22.00.00;1312
17.11.2004;23.00.00;1179
18.11.2004;00.00.00;1197
18.11.2004;01.00.00;995
18.11.2004;02.00.00;971
18.11.2004;03.00.00;876
18.11.2004;04.00.00;844
18.11.2004;05.00.00;813
18.11.2004;06.00.00;1005
18.11.2004;07.00.00;1170
18.11.2004;08.00.00;1533
18.11.2004;09.00.00;1783
18.11.2004;10.00.00;1818
18.11.2004;11.00.00;1826
18.11.2004;12.00.00;1839
18.11.2004;13.00.00;1428
18.11.2004;14.00.00;1353
18.11.2004;15.00.00;1491
18.11.2004;16.00.00;1517
18.11.2004;17.00.00;1413
18.11.2004;18.00.00;1429
18.11.2004;19.00.00;1503
18.11.2004;20.00.00;1636
18.11.2004;21.00.00;1687
18.11.2004;22.00.00;1405
18.11.2004;23.00.00;1199
19.11.2004;00.00.00;1090
19.11.2004;01.00.00;898
19.11.2004;02.00.00;663
19.11.2004;03.00.00;611
19.11.2004;04.00.00;625
19.11.2004;05.00.00;606
19.11.2004;06.00.00;515
19.11.2004;07.00.00;826
19.11.2004;08.00.00;1542
19.11.2004;09.00.00;1626
19.11.2004;10.00.00;1538
19.11.2004;11.00.00;1441
19.11.2004;12.00.00;1217
19.11.2004;13.00.00;1320
19.11.2004;14.00.00;1368
19.11.2004;15.00.00;1199
19.11.2004;16.00.00;1375
19.11.2004;17.00.00;1682
19.11.2004;18.00.00;1761
19.11.2004;19.00.00;1883
19.11.2004;20.00.00;1855
19.11.2004;21.00.00;1078
19.11.2004;22.00.00;620
19.11.2004;23.00.00;645
20.11.2004;00.00.00;627
20.11.2004;01.00.00;645
20.11.2004;02.00.00;641
20.11.2004;03.00.00;591
20.11.2004;04.00.00;594
20.11.2004;05.00.00;500
20.11.2004;06.00.00;628
20.11.2004;07.00.00;1040
20.11.2004;08.00.00;1159
20.11.2004;09.00.00;1330
20.11.2004;10.00.00;1402
20.11.2004;11.00.00;1104
20.11.2004;12.00.00;855
20.11.2004;13.00.00;862
20.11.2004;14.00.00;973
20.11.2004;15.00.00;936
20.11.2004;16.00.00;1009
20.11.2004;17.00.00;1475
20.11.2004;18.00.00;1765
20.11.2004;19.00.00;1329
20.11.2004;20.00.00;1262
20.11.2004;21.00.00;1230
20.11.2004;22.00.00;1229
20.11.2004;23.00.00;1196
21.11.2004;00.00.00;1433
21.11.2004;01.00.00;1249
21.11.2004;02.00.00;983
21.11.2004;03.00.00;965
21.11.2004;04.00.00;932
21.11.2004;05.00.00;770
21.11.2004;06.00.00;788
21.11.2004;07.00.00;819
21.11.2004;08.00.00;879
21.11.2004;09.00.00;924
21.11.2004;10.00.00;964
21.11.2004;11.00.00;1055
21.11.2004;12.00.00;1383
21.11.2004;13.00.00;1367
21.11.2004;14.00.00;1120
21.11.2004;15.00.00;775
21.11.2004;16.00.00;1150
21.11.2004;17.00.00;1528
21.11.2004;18.00.00;1655
21.11.2004;19.00.00;1393
21.11.2004;20.00.00;1338
21.11.2004;21.00.00;1403
21.11.2004;22.00.00;1327
21.11.2004;23.00.00;1346
22.11.2004;00.00.00;1132
22.11.2004;01.00.00;1209
22.11.2004;02.00.00;1044
22.11.2004;03.00.00;936
22.11.2004;04.00.00;840
22.11.2004;05.00.00;847
22.11.2004;06.00.00;959
22.11.2004;07.00.00;1133
22.11.2004;08.00.00;1511
22.11.2004;09.00.00;2346
22.11.2004;10.00.00;2311
22.11.2004;11.00.00;1798
22.11.2004;12.00.00;1750
22.11.2004;13.00.00;1863
22.11.2004;14.00.00;1883
22.11.2004;15.00.00;1851
22.11.2004;16.00.00;1919
22.11.2004;17.00.00;2078
22.11.2004;18.00.00;2434
22.11.2004;19.00.00;2515
22.11.2004;20.00.00;2522
22.11.2004;21.00.00;2334
22.11.2004;22.00.00;2199
22.11.2004;23.00.00;1861
23.11.2004;00.00.00;1751
23.11.2004;01.00.00;1652
23.11.2004;02.00.00;1455
23.11.2004;03.00.00;1158
23.11.2004;04.00.00;1126
23.11.2004;05.00.00;1126
23.11.2004;06.00.00;1158
23.11.2004;07.00.00;1237
23.11.2004;08.00.00;1696
23.11.2004;09.00.00;1800
23.11.2004;10.00.00;1967
23.11.2004;11.00.00;1862
23.11.2004;12.00.00;2003
23.11.2004;13.00.00;2041
23.11.2004;14.00.00;2202
23.11.2004;15.00.00;1966
